,from,to
13308,Unnamed StreamRiver 39893,Unnamed StreamRiver 39891
13309,Unnamed StreamRiver 39905,Unnamed StreamRiver 39891
13310,Unnamed StreamRiver 39906,Unnamed StreamRiver 39891
13311,Unnamed StreamRiver 39907,Unnamed StreamRiver 39891
13312,Unnamed StreamRiver 39909,Unnamed StreamRiver 39891
13313,Unnamed StreamRiver 39900,Unnamed StreamRiver 39898
13314,Unnamed StreamRiver 39917,Unnamed StreamRiver 39915
13315,Unnamed StreamRiver 39919,Unnamed StreamRiver 39915
13316,Unnamed StreamRiver 39920,Unnamed StreamRiver 39915
13317,Moorman Creek,West Creek
13318,Unnamed StreamRiver 39354,Unnamed StreamRiver 39352
13319,Unnamed StreamRiver 39517,Unnamed StreamRiver 39352
13320,Unnamed StreamRiver 39522,West Fork Moorman Creek
13321,Unnamed StreamRiver 39508,West Creek
13322,Unnamed StreamRiver 39509,West Creek
13323,Unnamed StreamRiver 39510,West Creek
13324,Brockport Creek,Otis Creek
13325,Unnamed StreamRiver 39467,Otis Creek
13326,Unnamed StreamRiver 39468,Otis Creek
13327,Unnamed StreamRiver 39470,Otis Creek
13328,Unnamed StreamRiver 39471,Otis Creek
13329,Unnamed StreamRiver 39472,Otis Creek
13330,Unnamed StreamRiver 39475,Otis Creek
13331,Unnamed StreamRiver 39455,Buttonwood Creek
13332,Unnamed StreamRiver 39456,Buttonwood Creek
13333,Unnamed StreamRiver 39457,Buttonwood Creek
13334,Unnamed StreamRiver 39461,Unnamed StreamRiver 39458
13335,Unnamed StreamRiver 39478,Unnamed StreamRiver 39477
13336,Unnamed StreamRiver 39486,Unnamed StreamRiver 39477
13337,Unnamed StreamRiver 39491,Unnamed StreamRiver 39477
13338,Unnamed StreamRiver 39493,Unnamed StreamRiver 39477
13339,Unnamed StreamRiver 39495,Unnamed StreamRiver 39477
13340,Unnamed StreamRiver 39498,Spring Creek
13341,Unnamed StreamRiver 39373,Unnamed ArtificialPath 9801
13342,Unnamed StreamRiver 39427,Smith Creek
13343,Unnamed StreamRiver 39442,Unnamed StreamRiver 39439
13344,Unnamed ArtificialPath 9792,Unnamed ArtificialPath 9787
13345,Unnamed ArtificialPath 9803,Unnamed ArtificialPath 9787
13346,Unnamed StreamRiver 40060,Silver Lake Outlet
13347,Lacy Creek,Silver Lake Outlet
13348,Unnamed StreamRiver 40064,Silver Lake Outlet
13349,Sucker Brook,Silver Lake Outlet
13350,Unnamed StreamRiver 40070,Silver Lake Outlet
13351,Unnamed ArtificialPath 9815,Silver Lake Outlet
13352,Unnamed ArtificialPath 9900,Silver Lake Outlet
13353,Unnamed ArtificialPath 9903,Silver Lake Outlet
13354,East Koy Creek,Wiscoy Creek
13355,Unnamed StreamRiver 40372,Unnamed StreamRiver 40369
13356,Unnamed StreamRiver 40374,Unnamed StreamRiver 40373
13357,Unnamed StreamRiver 40383,Unnamed StreamRiver 40382
13358,Unnamed StreamRiver 40396,Unnamed StreamRiver 40394
13359,Trout Brook,Wiscoy Creek
13360,Unnamed StreamRiver 40402,Unnamed StreamRiver 40401
13361,Unnamed StreamRiver 40408,Unnamed StreamRiver 40406
13362,Unnamed StreamRiver 40416,Unnamed StreamRiver 40411
13363,Unnamed StreamRiver 40417,Unnamed StreamRiver 40411
13364,Unnamed StreamRiver 40418,Unnamed StreamRiver 40411
13365,Unnamed StreamRiver 40356,Wiscoy Creek
13366,Unnamed StreamRiver 40399,Wiscoy Creek
13367,Unnamed StreamRiver 40400,Wiscoy Creek
13368,Emory Brook,Wiscoy Creek
13369,North Branch Wiscoy Creek,Wiscoy Creek
13370,Unnamed StreamRiver 40424,Wiscoy Creek
13371,Unnamed StreamRiver 40429,Wiscoy Creek
13372,Unnamed StreamRiver 40430,Wiscoy Creek
13373,Unnamed StreamRiver 40431,Wiscoy Creek
13374,Unnamed StreamRiver 40438,Wiscoy Creek
13375,Unnamed StreamRiver 40440,Wiscoy Creek
13376,Unnamed StreamRiver 40441,Wiscoy Creek
13377,Unnamed StreamRiver 40444,Wiscoy Creek
13378,Spring Brook,Wiscoy Creek
13379,Bush Brook,Wiscoy Creek
13380,Unnamed StreamRiver 40445,Wiscoy Creek
13381,Unnamed StreamRiver 40446,Wiscoy Creek
13382,Unnamed StreamRiver 40448,Wiscoy Creek
13383,Unnamed StreamRiver 40741,Wiscoy Creek
13384,Unnamed StreamRiver 40292,Caneadea Creek
13385,Unnamed StreamRiver 40295,Caneadea Creek
13386,Unnamed StreamRiver 40298,Caneadea Creek
13387,Unnamed StreamRiver 40299,Caneadea Creek
13388,Unnamed StreamRiver 40300,Caneadea Creek
13389,Unnamed StreamRiver 40301,Caneadea Creek
13390,Unnamed StreamRiver 40302,Caneadea Creek
13391,Unnamed StreamRiver 40304,Caneadea Creek
13392,Unnamed StreamRiver 40305,Caneadea Creek
13393,Unnamed StreamRiver 40312,Caneadea Creek
13394,Unnamed ArtificialPath 9912,Caneadea Creek
13395,Unnamed ArtificialPath 9913,Caneadea Creek
13396,Unnamed StreamRiver 40280,Black Creek
13397,Unnamed StreamRiver 40281,Black Creek
13398,Unnamed StreamRiver 40282,Black Creek
13399,Unnamed StreamRiver 40284,Black Creek
13400,Unnamed StreamRiver 40285,Black Creek
13401,Unnamed StreamRiver 40287,Black Creek
13402,North Branch Van Campen Creek,Van Campen Creek
13403,Unnamed StreamRiver 40178,Van Campen Creek
13404,Unnamed StreamRiver 40181,Van Campen Creek
13405,Unnamed StreamRiver 40182,Van Campen Creek
13406,West Branch Van Campen Creek,Van Campen Creek
13407,Unnamed StreamRiver 40184,Van Campen Creek
13408,Unnamed StreamRiver 40185,Van Campen Creek
13409,Unnamed StreamRiver 40186,Van Campen Creek
13410,Unnamed StreamRiver 40189,Van Campen Creek
13411,Unnamed StreamRiver 40190,Van Campen Creek
13412,Unnamed StreamRiver 40195,Van Campen Creek
13413,Snowball Hollow Creek,Knight Creek
13414,Unnamed StreamRiver 40201,Knight Creek
13415,Unnamed StreamRiver 40203,Knight Creek
13416,Marsh Creek,Cryder Creek
13417,Wileyville Creek,Cryder Creek
13418,Unnamed StreamRiver 40245,Cryder Creek
13419,Unnamed StreamRiver 40250,Cryder Creek
13420,Unnamed StreamRiver 40251,Cryder Creek
13421,Unnamed StreamRiver 40253,Cryder Creek
13422,Unnamed StreamRiver 40257,Chenunda Creek
13423,Unnamed StreamRiver 40258,Chenunda Creek
13424,Unnamed StreamRiver 40259,Chenunda Creek
13425,Unnamed StreamRiver 40261,Chenunda Creek
13426,East Valley Creek,Dyke Creek
13427,Trapping Brook,Dyke Creek
13428,Unnamed StreamRiver 40262,Dyke Creek
13429,Indian Creek,Dyke Creek
13430,Unnamed StreamRiver 40263,Dyke Creek
13431,Unnamed StreamRiver 40264,Dyke Creek
13432,Unnamed StreamRiver 40265,Dyke Creek
13433,Unnamed StreamRiver 40266,Dyke Creek
13434,Unnamed StreamRiver 40267,Dyke Creek
13435,Unnamed StreamRiver 40269,Dyke Creek
13436,Unnamed StreamRiver 40271,Dyke Creek
13437,Unnamed StreamRiver 40272,Vandermark Creek
13438,Wahl Brook,Vandermark Creek
13439,Black Creek,Angelica Creek
13440,Unnamed ArtificialPath 9906,Unnamed StreamRiver 40160
13441,Baker Creek,Angelica Creek
13442,Unnamed StreamRiver 40170,Unnamed StreamRiver 40168
13443,Unnamed StreamRiver 40157,Angelica Creek
13444,Unnamed StreamRiver 40165,Angelica Creek
13445,Unnamed StreamRiver 40172,Angelica Creek
13446,Unnamed StreamRiver 40175,Angelica Creek
13447,Unnamed StreamRiver 40176,Angelica Creek
13448,Keshequa Creek,Canaseraga Creek
13449,Unnamed StreamRiver 40523,Unnamed StreamRiver 40522
13450,Unnamed StreamRiver 40527,Unnamed StreamRiver 40522
13451,Unnamed StreamRiver 40532,Unnamed StreamRiver 40530
13452,Unnamed StreamRiver 40535,Unnamed StreamRiver 40533
13453,Unnamed StreamRiver 40542,Unnamed StreamRiver 40539
13454,Unnamed StreamRiver 40543,Unnamed StreamRiver 40539
13455,Unnamed StreamRiver 40544,Unnamed StreamRiver 40539
13456,Unnamed StreamRiver 40552,Unnamed StreamRiver 40547
13457,Unnamed StreamRiver 40553,Unnamed StreamRiver 40547
13458,Unnamed StreamRiver 40561,Unnamed StreamRiver 40559
13459,Unnamed StreamRiver 40563,Unnamed StreamRiver 40559
13460,Unnamed StreamRiver 40564,Newville Creek
13461,Unnamed StreamRiver 40565,Newville Creek
13462,Unnamed StreamRiver 40566,Newville Creek
13463,Unnamed StreamRiver 40572,Unnamed StreamRiver 40571
13464,Unnamed StreamRiver 40575,Unnamed StreamRiver 40574
13465,Unnamed StreamRiver 40580,Unnamed StreamRiver 40578
13466,Unnamed StreamRiver 40583,Unnamed StreamRiver 40582
13467,Unnamed StreamRiver 40027,Canaseraga Creek
13468,Unnamed StreamRiver 40633,Unnamed StreamRiver 40631
13469,Unnamed StreamRiver 40028,Canaseraga Creek
13470,Allens Creek,Canaseraga Creek
13471,Unnamed StreamRiver 40503,Buck Run Creek
13472,Unnamed StreamRiver 40504,Buck Run Creek
13473,Unnamed StreamRiver 40505,Buck Run Creek
13474,Unnamed StreamRiver 40506,Buck Run Creek
13475,Unnamed StreamRiver 40507,Buck Run Creek
13476,Unnamed StreamRiver 40508,Buck Run Creek
13477,Unnamed StreamRiver 40509,Buck Run Creek
13478,Tuscarora Creek,Buck Run Creek
13479,Unnamed StreamRiver 40512,Unnamed StreamRiver 40510
13480,Unnamed StreamRiver 40513,Unnamed StreamRiver 40510
13481,Unnamed StreamRiver 40515,Unnamed StreamRiver 40510
13482,Slader Creek,Canaseraga Creek
13483,Twomile Creek,Canaseraga Creek
13484,Unnamed StreamRiver 40586,Unnamed StreamRiver 40585
13485,Unnamed CanalDitch 4245,Unnamed CanalDitch 4246
13486,Unnamed StreamRiver 40589,Unnamed CanalDitch 4246
13487,Unnamed StreamRiver 40590,Unnamed CanalDitch 4246
13488,Unnamed StreamRiver 40591,Unnamed CanalDitch 4246
13489,Unnamed StreamRiver 40596,Unnamed CanalDitch 4246
13490,Unnamed StreamRiver 40597,Unnamed CanalDitch 4246
13491,Unnamed StreamRiver 40598,Unnamed CanalDitch 4246
13492,Unnamed StreamRiver 40600,Bradner Creek
13493,Unnamed StreamRiver 40607,Bradner Creek
13494,Unnamed StreamRiver 40616,Unnamed StreamRiver 40615
13495,Unnamed StreamRiver 40618,Bradner Creek
13496,Unnamed StreamRiver 40619,Bradner Creek
13497,Unnamed StreamRiver 40620,Bradner Creek
13498,Unnamed StreamRiver 40621,Bradner Creek
13499,Unnamed StreamRiver 40622,Bradner Creek
13500,Stony Brook,Canaseraga Creek
13501,Unnamed StreamRiver 40657,Mill Creek
13502,Unnamed StreamRiver 40501,Canaseraga Creek
13503,Unnamed StreamRiver 40623,Canaseraga Creek
13504,Unnamed StreamRiver 40624,Canaseraga Creek
13505,Unnamed StreamRiver 40627,Canaseraga Creek
13506,Unnamed StreamRiver 40628,Canaseraga Creek
13507,Black Creek,Canaseraga Creek
13508,Bennett Creek,Canaseraga Creek
13509,Unnamed StreamRiver 40640,Canaseraga Creek
13510,Unnamed StreamRiver 40644,Canaseraga Creek
13511,Unnamed StreamRiver 40645,Canaseraga Creek
13512,Unnamed StreamRiver 40646,Canaseraga Creek
13513,Unnamed StreamRiver 40647,Canaseraga Creek
13514,Unnamed StreamRiver 40648,Canaseraga Creek
13515,Unnamed StreamRiver 40649,Canaseraga Creek
13516,Ewart Creek,Canaseraga Creek
13517,Unnamed StreamRiver 40650,Canaseraga Creek
13518,Unnamed StreamRiver 40655,Canaseraga Creek
13519,Unnamed StreamRiver 40661,Canaseraga Creek
13520,Unnamed StreamRiver 40662,Canaseraga Creek
13521,Unnamed StreamRiver 40663,Canaseraga Creek
13522,Unnamed StreamRiver 40664,Canaseraga Creek
13523,Unnamed StreamRiver 40679,Little Mill Creek
13524,Unnamed StreamRiver 40680,Little Mill Creek
13525,Unnamed StreamRiver 40681,Little Mill Creek
13526,Unnamed StreamRiver 40682,Little Mill Creek
13527,Unnamed StreamRiver 40675,Unnamed StreamRiver 40673
13528,Unnamed ArtificialPath 9909,Unnamed StreamRiver 40673
13529,Unnamed ArtificialPath 9910,Unnamed StreamRiver 40673
13530,Mud Creek,Canaseraga Creek
13531,Unnamed StreamRiver 40691,Unnamed StreamRiver 40689
13532,Unnamed StreamRiver 40692,Canaseraga Creek
13533,Unnamed StreamRiver 40696,Unnamed StreamRiver 40695
13534,Unnamed StreamRiver 40699,Canaseraga Creek
13535,Unnamed StreamRiver 40702,Canaseraga Creek
13536,Unnamed StreamRiver 40704,Canaseraga Creek
13537,Unnamed StreamRiver 40709,Canaseraga Creek
13538,Unnamed StreamRiver 40711,Canaseraga Creek
13539,Unnamed StreamRiver 40712,Canaseraga Creek
13540,Unnamed StreamRiver 40722,Unnamed StreamRiver 40714
13541,Unnamed StreamRiver 40723,Canaseraga Creek
13542,Unnamed StreamRiver 40724,Canaseraga Creek
13543,Unnamed StreamRiver 40725,Canaseraga Creek
13544,Unnamed StreamRiver 40273,Dry Brook
13545,South Branch Ford Brook,Ford Brook
13546,Unnamed StreamRiver 40199,Gordon Brook
13547,Unnamed StreamRiver 40128,Rush Creek
13548,Unnamed StreamRiver 40130,Rush Creek
13549,Unnamed StreamRiver 40131,Rush Creek
13550,Unnamed StreamRiver 40143,Rush Creek
13551,Unnamed StreamRiver 40146,Rush Creek
13552,Unnamed StreamRiver 40147,Rush Creek
13553,Unnamed StreamRiver 40148,Rush Creek
13554,Unnamed StreamRiver 40152,Wigwam Creek
13555,Unnamed StreamRiver 40153,Wigwam Creek
13556,Unnamed StreamRiver 40045,Unnamed ArtificialPath 9811
13557,Unnamed StreamRiver 40467,Unnamed ArtificialPath 9811
13558,Unnamed StreamRiver 40470,Unnamed ArtificialPath 9811
13559,Unnamed StreamRiver 40474,Unnamed ArtificialPath 9811
13560,Unnamed StreamRiver 40475,Unnamed ArtificialPath 9811
13561,Unnamed StreamRiver 40476,Unnamed ArtificialPath 9811
13562,Unnamed StreamRiver 40223,Middle Branch Genesee River
13563,Unnamed StreamRiver 40224,Middle Branch Genesee River
13564,Unnamed StreamRiver 40227,Middle Branch Genesee River
13565,Unnamed StreamRiver 40243,Mundy Brook
13566,Elm Creek,Cold Creek
13567,Unnamed StreamRiver 40321,Cold Creek
13568,Unnamed StreamRiver 40324,Cold Creek
13569,Unnamed StreamRiver 40327,Cold Creek
13570,Unnamed StreamRiver 40328,Cold Creek
13571,Unnamed StreamRiver 40329,Cold Creek
13572,Unnamed StreamRiver 40331,Cold Creek
13573,Sixtown Creek,Cold Creek
13574,Unnamed Connector 694,Unnamed StreamRiver 40337
13575,Unnamed StreamRiver 40344,Unnamed StreamRiver 40337
13576,Unnamed StreamRiver 40345,Cold Creek
13577,Unnamed StreamRiver 40077,Unnamed StreamRiver 40075
13578,Unnamed StreamRiver 40079,Unnamed StreamRiver 40078
13579,Unnamed StreamRiver 40092,Unnamed StreamRiver 40089
13580,Unnamed StreamRiver 40099,Unnamed StreamRiver 40098
13581,Unnamed StreamRiver 40104,Unnamed StreamRiver 40098
13582,Unnamed StreamRiver 40111,Unnamed StreamRiver 40109
13583,Unnamed StreamRiver 40115,Unnamed ArtificialPath 9817
13584,Unnamed StreamRiver 40116,Unnamed ArtificialPath 9817
13585,Unnamed StreamRiver 40122,Unnamed StreamRiver 40121
13586,Unnamed StreamRiver 40125,Unnamed ArtificialPath 9820
13587,Unnamed StreamRiver 40205,Marsh Creek
13588,Orebed Creek,Marsh Creek
13589,Irish Settlement Brook,West Branch Genesee River
13590,Unnamed StreamRiver 40213,West Branch Genesee River
13591,Unnamed StreamRiver 40214,West Branch Genesee River
13592,Rose Lake Run,West Branch Genesee River
13593,Unnamed StreamRiver 40215,Ellisburg Creek
13594,Unnamed StreamRiver 40219,West Branch Genesee River
13595,Unnamed StreamRiver 40220,West Branch Genesee River
13596,Unnamed StreamRiver 40221,West Branch Genesee River
13597,Unnamed StreamRiver 40222,West Branch Genesee River
13598,Unnamed StreamRiver 40739,West Branch Genesee River
13599,Unnamed StreamRiver 40231,Ludington Run
13600,Unnamed StreamRiver 40239,Unnamed StreamRiver 40237
13601,Unnamed StreamRiver 40240,Turner Creek
13602,Unnamed StreamRiver 40241,Turner Creek
13603,Unnamed StreamRiver 40274,Plum Bottom Creek
13604,Unnamed StreamRiver 40023,Phillips Creek
13605,Feathers Creek,Phillips Creek
13606,North Branch Phillips Creek,Phillips Creek
13607,Unnamed StreamRiver 40277,Phillips Creek
13608,Unnamed StreamRiver 40316,Unnamed ArtificialPath 9845
13609,Unnamed StreamRiver 40347,Unnamed ArtificialPath 9852
13610,Unnamed StreamRiver 40349,Unnamed ArtificialPath 9853
13611,Unnamed StreamRiver 40452,Unnamed StreamRiver 40450
13612,Unnamed StreamRiver 40454,Unnamed StreamRiver 40453
13613,Unnamed StreamRiver 40462,Unnamed StreamRiver 40453
13614,Unnamed StreamRiver 40463,Unnamed StreamRiver 40453
13615,Unnamed StreamRiver 40480,Unnamed StreamRiver 40477
13616,Unnamed StreamRiver 40486,Unnamed StreamRiver 40483
13617,Unnamed StreamRiver 40487,Unnamed StreamRiver 40483
13618,Unnamed StreamRiver 40489,Unnamed StreamRiver 40488
13619,Unnamed StreamRiver 40492,Unnamed StreamRiver 40488
13620,Unnamed StreamRiver 40496,Unnamed StreamRiver 40493
13621,Unnamed StreamRiver 40497,Unnamed StreamRiver 40493
13622,Bigelow Creek,Black Creek
13623,Hotel Creek,Black Creek
13624,Mill Creek,Black Creek
13625,North Branch Black Creek,Black Creek
13626,Spring Creek,Black Creek
13627,Unnamed StreamRiver 40863,Unnamed StreamRiver 40862
13628,Unnamed StreamRiver 40819,Black Creek
13629,Unnamed StreamRiver 40820,Black Creek
13630,Unnamed StreamRiver 40822,Black Creek
13631,Unnamed StreamRiver 40823,Black Creek
13632,Unnamed StreamRiver 40825,Black Creek
13633,Unnamed StreamRiver 40826,Black Creek
13634,Unnamed StreamRiver 40831,Black Creek
13635,Unnamed StreamRiver 40842,Black Creek
13636,Unnamed StreamRiver 40844,Black Creek
13637,Unnamed StreamRiver 40851,Black Creek
13638,Unnamed StreamRiver 40852,Black Creek
13639,Unnamed StreamRiver 40857,Black Creek
13640,Unnamed StreamRiver 40869,Black Creek
13641,Unnamed StreamRiver 40870,Black Creek
13642,Unnamed StreamRiver 40871,Black Creek
13643,Unnamed StreamRiver 40873,Black Creek
13644,Unnamed StreamRiver 40874,Black Creek
13645,Unnamed StreamRiver 40875,Black Creek
13646,Unnamed StreamRiver 40876,Black Creek
13647,Unnamed StreamRiver 40877,Black Creek
13648,Unnamed StreamRiver 40878,Black Creek
13649,Unnamed StreamRiver 40879,Black Creek
13650,Unnamed StreamRiver 40880,Black Creek
13651,Unnamed StreamRiver 40881,Black Creek
13652,Robins Brook,Black Creek
13653,Unnamed StreamRiver 40882,Black Creek
13654,Unnamed StreamRiver 40885,Black Creek
13655,Unnamed StreamRiver 40890,Black Creek
13656,Unnamed StreamRiver 40891,Black Creek
13657,Unnamed StreamRiver 40897,Black Creek
13658,Unnamed StreamRiver 40902,Black Creek
13659,Unnamed StreamRiver 40903,Black Creek
13660,Unnamed StreamRiver 40904,Black Creek
13661,Unnamed StreamRiver 40910,Black Creek
13662,Unnamed StreamRiver 40924,Black Creek
13663,Unnamed StreamRiver 40925,Black Creek
13664,Unnamed StreamRiver 40933,Black Creek
13665,Unnamed StreamRiver 41445,Unnamed StreamRiver 41444
13666,Unnamed StreamRiver 41455,Unnamed StreamRiver 41448
13667,Unnamed StreamRiver 40934,Black Creek
13668,Unnamed ArtificialPath 9943,Black Creek
13669,Unnamed StreamRiver 41495,Black Creek
13670,Unnamed ArtificialPath 9953,Black Creek
13671,Unnamed ArtificialPath 9954,Black Creek
13672,Unnamed ArtificialPath 9955,Black Creek
13673,Unnamed StreamRiver 40747,Oatka Creek
13674,Mud Creek,Oatka Creek
13675,Pearl Creek,Oatka Creek
13676,Unnamed StreamRiver 41021,Unnamed StreamRiver 41019
13677,Relyea Creek,Oatka Creek
13678,Stony Creek,Oatka Creek
13679,Unnamed StreamRiver 40975,Unnamed StreamRiver 40973
13680,White Creek,Oatka Creek
13681,Unnamed StreamRiver 40784,Oatka Creek
13682,Unnamed StreamRiver 40785,Oatka Creek
13683,Unnamed StreamRiver 40936,Oatka Creek
13684,Unnamed StreamRiver 40938,Oatka Creek
13685,Unnamed StreamRiver 40939,Oatka Creek
13686,Unnamed StreamRiver 40940,Oatka Creek
13687,Unnamed StreamRiver 40942,Unnamed StreamRiver 40941
13688,Unnamed StreamRiver 40947,Oatka Creek
13689,Unnamed StreamRiver 40949,Oatka Creek
13690,Unnamed StreamRiver 40952,Oatka Creek
13691,Unnamed StreamRiver 40953,Oatka Creek
13692,Unnamed StreamRiver 40954,Oatka Creek
13693,Unnamed StreamRiver 40958,Oatka Creek
13694,Village Brook,Oatka Creek
13695,Cascade Brook,Oatka Creek
13696,Unnamed StreamRiver 40959,Oatka Creek
13697,Unnamed StreamRiver 40963,Oatka Creek
13698,Unnamed StreamRiver 40964,Oatka Creek
13699,Unnamed StreamRiver 40965,Oatka Creek
13700,Unnamed StreamRiver 40966,Oatka Creek
13701,Unnamed StreamRiver 40967,Oatka Creek
13702,Unnamed StreamRiver 40968,Oatka Creek
13703,Unnamed StreamRiver 40969,Oatka Creek
13704,Unnamed StreamRiver 40977,Oatka Creek
13705,Unnamed StreamRiver 40978,Oatka Creek
13706,Unnamed StreamRiver 40984,Oatka Creek
13707,Unnamed StreamRiver 40987,Oatka Creek
13708,Unnamed StreamRiver 40988,Oatka Creek
13709,Unnamed StreamRiver 40990,Oatka Creek
13710,Cotton Creek,Oatka Creek
13711,Unnamed StreamRiver 40994,Oatka Creek
13712,Unnamed StreamRiver 40995,Oatka Creek
13713,Unnamed StreamRiver 40998,Oatka Creek
13714,Unnamed StreamRiver 40999,Oatka Creek
13715,Unnamed StreamRiver 41000,Oatka Creek
13716,Unnamed StreamRiver 41001,Oatka Creek
13717,Unnamed StreamRiver 41002,Oatka Creek
13718,Unnamed StreamRiver 41003,Oatka Creek
13719,Unnamed StreamRiver 41004,Oatka Creek
13720,Unnamed StreamRiver 41007,Oatka Creek
13721,Unnamed StreamRiver 41010,Oatka Creek
13722,Unnamed StreamRiver 41011,Oatka Creek
13723,Unnamed StreamRiver 41012,Oatka Creek
13724,Unnamed StreamRiver 41015,Oatka Creek
13725,Unnamed StreamRiver 41017,Oatka Creek
13726,Unnamed StreamRiver 41024,Oatka Creek
13727,Unnamed StreamRiver 41026,Oatka Creek
13728,Unnamed StreamRiver 41027,Oatka Creek
13729,Unnamed StreamRiver 41029,Oatka Creek
13730,Unnamed StreamRiver 41032,Oatka Creek
13731,Unnamed StreamRiver 41034,Oatka Creek
13732,Unnamed StreamRiver 41035,Oatka Creek
13733,Unnamed StreamRiver 41036,Oatka Creek
13734,Unnamed StreamRiver 41041,Oatka Creek
13735,Unnamed StreamRiver 41043,Oatka Creek
